time_sec,speed_kmph,gradient_rad,energy_consumption_kw,energy_consumption_kWh
1300,79.92,-0.00752504,4.12586,2.57724
1301,79.8218,-0.0200588,-1.96403,2.5767
1302,79.533,-0.0790553,-24.4333,2.56991
1303,79.2443,-0.138052,-45.6739,2.55722
1304,78.9555,-0.197048,-65.7123,2.53897
1305,78.84,-0.205305,-67.0765,2.52034
1306,78.84,-0.179735,-57.4055,2.50439
1307,78.84,-0.154164,-48.2855,2.49098
1308,78.84,-0.128594,-39.1319,2.48011
1309,78.84,-0.103024,-29.9505,2.47179
1310,78.84,-0.0774537,-24.0808,2.4651
1311,78.1881,-0.072165,-25.6773,2.45797
1312,77.4716,-0.0688821,-24.6603,2.45112
1313,76.7552,-0.0655993,-23.336,2.44464
1314,76.0388,-0.0623164,-18.8871,2.43939
1315,75.96,-0.057913,-13.8143,2.43555
1316,75.96,-0.0533711,-11.8477,2.43226
1317,75.96,-0.0488292,-10.269,2.42941
1318,75.96,-0.0442873,-8.69002,2.42699
1319,75.96,-0.0397453,-7.1108,2.42502
1320,75.96,-0.0354304,-5.61031,2.42346
1321,75.96,-0.0315369,-4.25625,2.42228
1322,75.96,-0.0276435,-2.90208,2.42147
1323,75.96,-0.02375,-1.54783,2.42104
1324,75.96,-0.0198566,-0.193509,2.42099
1325,75.96,-0.0159631,1.16086,2.42131
1326,75.96,-0.0120697,2.51525,2.42201
1327,75.96,-0.00817624,3.86965,2.42308
1328,75.96,-0.00428279,5.22404,2.42454
1329,75.96,-0.000389345,5.54419,2.42608
1330,75.7501,-0.00452414,2.93271,2.42689
1331,75.5168,-0.00955097,1.05344,2.42718
1332,75.2835,-0.0145778,-0.700349,2.42699
1333,75.0503,-0.0196046,-2.13666,2.4264
1334,74.88,-0.0223936,-1.96801,2.42585
1335,74.88,-0.0191323,-0.0227638,2.42584
1336,74.88,-0.015871,1.09559,2.42615
1337,74.88,-0.0126097,2.21396,2.42676
1338,74.88,-0.00934834,3.33233,2.42769
1339,74.88,-0.00608702,4.4507,2.42892
1340,74.88,-0.0061792,4.41909,2.43015
1341,74.88,-0.0448367,-8.83513,2.4277
1342,74.88,-0.0834941,-22.072,2.42157
1343,74.88,-0.122152,-35.2718,2.41177
1344,74.88,-0.160809,-48.4147,2.39832
1345,74.88,-0.199467,-61.4812,2.38124
1346,74.88,-0.229693,-71.6322,2.36134
1347,74.88,-0.247275,-77.5057,2.33981
1348,74.88,-0.264856,-83.3545,2.31666
1349,74.88,-0.282437,-89.1766,2.29189
1350,74.88,-0.24401,-76.4169,2.27066
1351,74.88,-0.189786,-58.2172,2.25449
1352,74.88,-0.135561,-39.8382,2.24342
1353,74.88,-0.0813366,-21.3341,2.2375
1354,74.88,-0.0271122,-1.67091,2.23703
1355,75.1041,-0.0252361,1.16867,2.23736
1356,75.5522,-0.0757083,-15.3384,2.2331
1357,75.96,-0.117038,-31.9218,2.22423
1358,75.96,-0.0659298,-16.2113,2.21973
1359,75.96,-0.0148214,4.12772,2.22087
1360,76.4816,0,12.9505,2.22447
1361,77.2,0.0120755,18.123,2.22951
1362,77.8667,0.0623899,35.9908,2.2395
1363,78.5333,0.112704,52.5253,2.25409
1364,78.84,0.362513,136.541,2.29202
1365,78.84,0.78226,260.533,2.36439
1366,78.84,1.19563,340.606,2.45901
1367,78.84,0.977448,304.773,2.54366
1368,78.84,0.759268,254.641,2.6144
1369,78.84,0.541087,192.59,2.66789
1370,78.84,0.322907,121.56,2.70166
1371,78.84,0.104727,44.9189,2.71414
1372,78.84,-0.0405839,-7.45149,2.71207
1373,78.84,-0.11863,-35.557,2.70219
1374,78.84,-0.196676,-63.4265,2.68457
1375,78.84,-0.274722,-90.8901,2.65933
1376,78.84,-0.209122,-67.8375,2.64048
1377,78.84,-0.0436989,-8.37481,2.63816
1378,78.8793,0.066418,32.042,2.64706
1379,79.0102,0.047488,25.7419,2.65421
1380,79.1411,0.0285581,18.9428,2.65947
1381,79.272,0.00962808,12.116,2.66283
1382,79.4029,-0.0093019,5.26379,2.6643
1383,79.5338,-0.0282319,-1.61125,2.66385
1384,79.6647,-0.0471618,-8.50667,2.66149
1385,79.7956,-0.0660918,-15.326,2.65723
1386,79.9447,-0.0823062,-19.3825,2.65185
1387,80.439,-0.0469248,-4.64517,2.65055
1388,80.9333,-0.0115434,8.47979,2.65291
1389,81.4276,0.023838,21.7659,2.65896
1390,81.9218,0.0592194,33.4109,2.66824
1391,82.08,0.255589,103.511,2.69699
1392,82.08,0.527719,196.49,2.75157
1393,82.08,0.799848,276.118,2.82827
1394,82.08,1.07198,335.691,2.92152
1395,82.08,1.17617,352.215,3.01936
1396,82.08,0.84855,288.401,3.09947
1397,82.08,0.520924,194.294,3.15344
1398,82.08,0.193299,79.9046,3.17563
1399,82.08,-0.0270916,-2.40546,3.17496
1400,82.08,-0.0931688,-27.209,3.16741
1401,82.08,-0.159246,-51.8778,3.153
1402,82.08,0.146475,62.5926,3.17038
1403,82.08,0.452197,171.596,3.21805
1404,82.08,0.555201,205.284,3.27507
1405,82.08,0.642947,232.308,3.3396
1406,82.08,0.67725,242.406,3.40694
1407,82.08,0.430977,164.423,3.45261
1408,82.08,0.184705,74.7938,3.47339
1409,81.7147,-0.074239,-29.7348,3.46513
1410,80.2534,-0.371195,-141.344,3.42586
1411,78.7922,-0.668151,-228.101,3.3625
1412,78.12,-0.632986,-208.713,3.30453
1413,78.12,-0.314903,-103.917,3.27566
1414,78.12,-0.00226331,6.26634,3.2774
1415,78.12,-0.228594,-74.0926,3.25682
1416,78.12,-0.454925,-150.512,3.21501
1417,78.12,-0.546955,-179.553,3.16514
1418,78.12,-0.310178,-102.303,3.13672
1419,78.12,-0.0734008,-19.1692,3.13139
1420,78.12,0,7.07602,3.13336
1421,78.12,0,7.07602,3.13532
1422,78.12,-0.0485542,-10.2914,3.13247
1423,78.12,-0.16994,-53.4822,3.11761
1424,78.12,-0.291325,-95.8397,3.09099
1425,78.12,-0.432416,-143.201,3.05121
1426,78.12,-0.600718,-195.818,2.99682
1427,78.12,-0.76902,-242.813,2.92937
1428,78.12,-0.668709,-215.559,2.86949
1429,78.12,-0.423761,-140.37,2.8305
1430,78.12,-0.178812,-56.6142,2.81477
1431,78.12,0.0627418,29.4986,2.82297
1432,78.12,0.295119,110.955,2.85379
1433,78.12,0.527496,186.615,2.90562
1434,78.12,0.65778,224.961,2.96811
1435,78.12,0.446275,161.093,3.01286
1436,78.12,0.23477,90.1847,3.03791
1437,78.12,0.0232655,15.3971,3.04219
1438,78.12,0,7.07602,3.04416
1439,78.12,0,7.07602,3.04612
1440,78.12,-0.010461,3.3336,3.04705
1441,78.12,-0.0655187,-16.3541,3.0425
1442,78.12,-0.120576,-35.9827,3.03251
1443,78.12,-0.0168787,1.03761,3.0328
1444,78.12,0.126508,52.1805,3.04729
1445,78.12,0.269895,102.317,3.07571
1446,78.12,0.451899,162.896,3.12096
1447,78.12,0.635512,218.657,3.1817
1448,78.12,0.819125,267.172,3.25591
1449,78.12,0.542093,191.079,3.30899
1450,78.12,0.245867,94.03,3.33511
1451,78.12,-0.0159737,1.3614,3.33549
1452,78.12,-0.109936,-32.1968,3.32655
1453,78.12,-0.203899,-65.4433,3.30837
1454,78.12,-0.297862,-108.78,3.27815
1455,76.009,-0.22892,-94.3329,3.25195
1456,73.6633,-0.141878,-63.8038,3.23422
1457,71.3177,-0.0548364,-29.6067,3.226
1458,69.84,0,-0.930861,3.22574
1459,69.84,0.0284843,14.8695,3.22987
1460,69.84,0.117498,43.2298,3.24188
1461,69.84,0.108113,40.2511,3.25306
1462,69.84,-0.0457166,-8.85735,3.2506
1463,69.84,-0.0255481,-2.40872,3.24993
1464,69.84,-0.0091,2.85186,3.25072
1465,69.84,-0.00664792,3.63613,3.25173
1466,69.84,-0.00419584,4.42039,3.25296
1467,69.84,-0.00174375,5.20464,3.25441
1468,69.84,0.000708331,5.98887,3.25607
1469,69.84,0.00316041,6.77307,3.25795
1470,69.84,0.0056125,7.55725,3.26005
1471,69.84,0.00811237,8.35668,3.26237
1472,69.84,0.0153432,10.6688,3.26534
1473,69.84,0.022574,12.9804,3.26894
1474,69.84,0.0298048,15.2915,3.27319
1475,69.84,0.0370356,17.6019,3.27808
1476,69.84,0.0442665,19.9116,3.28361
1477,69.84,0.0327471,16.2317,3.28812
1478,69.84,0.0176563,11.4083,3.29129
1479,69.84,0.00256544,6.5828,3.29312
1480,69.84,0,5.76233,3.29472
1481,69.84,0,5.76233,3.29632
1482,69.84,-0.521119,-153.927,3.25356
1483,69.84,-1.2068,-295.369,3.17151
1484,69.84,-1.04141,-272.022,3.09595
1485,69.84,-0.528401,-155.956,3.05263
1486,69.84,-0.0153903,0.839971,3.05286
1487,69.84,0,7.77262,3.05502
1488,70.2838,0,10.7505,3.05801
1489,70.92,0,8.84844,3.06047
1490,70.92,-1.00173,-267.091,2.98628
1491,71.4021,-1.09189,-280.923,2.90824
1492,72.045,-0.673541,-194.481,2.85422
1493,72.6879,-0.255192,-73.0726,2.83392
1494,73.08,0.00626309,10.2071,2.83676
1495,73.08,0.0223223,13.7214,2.84057
1496,73.08,0.0383815,19.0914,2.84587
1497,73.08,0.0621697,27.0376,2.85338
1498,73.08,0.10165,40.1929,2.86455
1499,73.08,0.14113,53.2896,2.87935
1500,73.08,0.18061,66.3072,2.89777
1501,73.08,-0.0532393,-11.5611,2.89456
1502,73.08,-0.324361,-100.596,2.86661
1503,73.08,-0.595483,-182.985,2.81578
1504,72.8917,-0.673012,-207.598,2.75812
1505,72.0324,0.00137296,4.0445,2.75924
1506,72.3568,0.0151026,14.188,2.76318
1507,72.6811,0.0288322,18.8415,2.76842
1508,73.0054,0.0425619,22.3512,2.77462
1509,73.08,0.0345082,18.1501,2.77967
1510,73.08,0.0199478,12.9271,2.78326
1511,73.08,0.00538735,8.05546,2.78549
1512,73.08,0.071619,30.1905,2.79388
1513,73.08,0.1853,67.8472,2.81273
1514,73.08,0.298981,104.661,2.8418
1515,73.08,0.243595,86.861,2.86593
1516,73.08,0.131854,50.2189,2.87988
1517,73.08,0.0201134,12.9825,2.88348
1518,73.08,0.0463822,21.7652,2.88953
1519,73.08,0.102946,40.6238,2.90081
1520,73.08,0.159509,59.3607,2.9173
1521,73.08,0.166802,61.7645,2.93446
1522,73.08,0.111386,43.4289,2.94652
1523,73.08,0.0559701,24.9678,2.95346
1524,73.08,0.000554159,6.43805,2.95525
1525,73.08,0,6.2526,2.95698
1526,73.08,0,6.2526,2.95872
1527,73.08,0,6.2526,2.96046
1528,73.08,0.00906088,9.21286,2.96302
1529,73.0648,0.0253257,11.0587,2.96609
1530,72.3069,0.0163767,4.44672,2.96732
1531,71.5491,0.00742768,2.01506,2.96788
1532,70.92,0.0489587,18.9187,2.97314
1533,70.92,0.336951,113.093,3.00455
1534,70.92,0.624944,195.252,3.05879
1535,70.92,0.837591,246.053,3.12714
1536,70.92,0.440628,144.096,3.16716
1537,70.92,0.0436659,20.0957,3.17275
1538,70.92,0.0425814,19.744,3.17823
1539,70.92,0.0904257,35.235,3.18802
1540,70.92,0.13827,50.6508,3.20209
1541,70.92,0.123117,45.7786,3.2148
1542,70.92,0.0755105,30.4122,3.22325
1543,70.92,0.0279042,14.9822,3.22741
1544,70.92,-0.0197021,-0.476365,3.22728
1545,70.92,-0.0447567,-8.6117,3.22489
1546,70.92,-0.0345383,-5.29428,3.22342
1547,70.92,-0.0243199,-1.97607,3.22287
1548,70.92,-0.0141014,1.3426,3.22324
1549,70.92,-0.003883,11.1224,3.22633
1550,72.3248,0,19.285,3.23169
1551,73.7234,-0.219672,-66.0537,3.21334
1552,72.586,-0.522214,-168.694,3.16648
1553,71.8999,-0.49279,-156.524,3.123
1554,71.2138,-0.463365,-146.508,3.08231
1555,70.5277,-0.433941,-136.534,3.04438
1556,69.8416,-0.404516,-126.612,3.00921
1557,69.1555,-0.375092,-116.754,2.97678
1558,68.4694,-0.345667,-106.97,2.94706
1559,67.7833,-0.316242,-97.2694,2.92005
1560,67.0972,-0.286818,-87.6634,2.89569
1561,66.4111,-0.257393,-78.1617,2.87398
1562,65.725,-0.227969,-68.7738,2.85488
1563,65.0389,-0.198544,-59.5091,2.83835
1564,64.3528,-0.16912,-50.3767,2.82436
1565,63.6667,-0.139695,-41.3856,2.81286
1566,62.9806,-0.11027,-32.5442,2.80382
1567,62.2945,-0.0808459,-23.8609,2.79719
1568,61.6084,-0.0514213,-15.3436,2.79293
1569,60.9223,-0.0219967,-4.61454,2.79165
1570,60.84,-0.00918014,1.66575,2.79211
1571,60.84,0.000615422,4.7198,2.79342
1572,60.84,0.00534944,6.03867,2.7951
1573,60.84,0.0100835,7.35745,2.79714
1574,60.84,0.0148175,8.67609,2.79955
1575,60.84,0.0195515,9.99457,2.80233
1576,60.84,0.0222593,10.7486,2.80531
1577,60.84,0.0244605,11.3616,2.80847
1578,60.84,0.0266617,11.9745,2.8118
1579,60.84,0.0288629,12.5873,2.81529
1580,60.84,0.0310641,13.2001,2.81896
1581,60.84,0.0332653,13.8129,2.8228
1582,60.84,0.0354665,14.4255,2.8268
1583,60.84,0.0376677,15.0381,2.83098
1584,60.84,0.0398689,-11.6982,2.82773
1585,53.9086,0.0323258,-43.183,2.81574
1586,45.1348,0.0221923,-43.8995,2.80354
1587,36.3609,0.0120588,-37.2238,2.7932
1588,27.587,0.00192536,11.4448,2.79638
1589,41.7678,0,93.9947,2.82249
1590,61.333,0,120.567,2.85598
1591,70.92,-0.180523,-8.35107,2.85366
1592,70.92,-0.196891,-57.6776,2.83764
1593,70.92,-0.139152,-39.158,2.82676
1594,70.92,-0.0814123,-20.5001,2.82107
1595,70.92,-0.0236731,-1.76602,2.82058
1596,70.92,0,5.92247,2.82222
1597,70.92,0.0132616,10.2289,2.82506
1598,70.92,0.0642677,26.7727,2.8325
1599,70.92,0.105196,40.0037,2.84361
1600,70.92,0.0722191,29.347,2.85177
1601,70.92,0.0392423,18.661,2.85695
1602,70.92,0.00626558,7.95723,2.85916
1603,70.92,0,5.92247,2.8608
1604,70.92,0,5.92247,2.86245
1605,70.92,-0.00592175,3.99924,2.86356
1606,70.92,-0.0146302,1.17087,2.86389
1607,70.92,-0.0210809,-0.924173,2.86363
1608,70.92,-0.00721189,3.58022,2.86462
1609,70.92,0.00822312,8.5929,2.86701
1610,70.92,0.0253546,14.1547,2.87094
1611,70.92,0.0419317,19.5333,2.87637
1612,70.92,0.0313429,16.0981,2.88084
1613,70.92,0.0207541,12.6614,2.88436
1614,70.92,0.0101653,9.22355,2.88692
1615,70.92,0.0128155,10.0841,2.88972
1616,70.92,0.333202,111.947,2.92082
1617,70.92,0.653589,202.657,2.97711
1618,70.92,0.973976,272.98,3.05294
1619,70.92,1.29436,315.761,3.14065
1620,70.92,0.94229,267.156,3.21486
1621,70.92,0.539602,172.278,3.26271
1622,70.92,0.136914,50.2152,3.27666
1623,70.92,0.23551,81.6043,3.29933
1624,70.92,0.592343,186.633,3.35117
1625,70.92,0.949177,268.444,3.42574
1626,70.92,1.05123,286.032,3.50519
1627,70.92,0.936261,266.017,3.57909
1628,70.92,0.821288,242.52,3.64645
1629,70.92,0.706315,215.852,3.70641
1630,70.92,0.591342,186.365,3.75818
1631,70.92,0.476368,154.448,3.80108
1632,70.92,0.361395,120.522,3.83456
1633,70.92,0.246422,85.0365,3.85818
1634,70.92,0.131449,48.4589,3.87164
1635,70.92,0.0164757,11.2725,3.87478
1636,70.92,-0.00325137,4.86652,3.87613
1637,70.92,-0.00347016,4.79546,3.87746
1638,70.92,-0.00368894,4.7244,3.87877
1639,70.92,-0.00390772,4.65335,3.88006
1640,70.92,-0.00412651,4.58229,3.88134
1641,70.92,-0.00434529,4.51124,3.88259
1642,70.92,-0.00456408,4.44018,3.88382
1643,70.92,-0.00478286,4.36912,3.88504
1644,70.92,-0.00311697,4.91017,3.8864
1645,70.92,0.0123698,9.93939,3.88916
1646,70.92,0.0278567,14.9668,3.89332
1647,70.92,0.0433435,19.9912,3.89887
1648,70.92,0.0588303,25.0113,3.90582
1649,70.92,0.0743171,30.026,3.91416
1650,70.92,-0.0619486,-14.1903,3.91022
1651,70.92,-0.269627,-80.7151,3.8878
1652,70.92,-0.477306,-143.67,3.84789
1653,70.92,-0.684985,-200.35,3.79224
1654,70.92,-0.892663,-248.319,3.72326
1655,70.92,-1.02929,-274.112,3.64712
1656,70.92,-0.763327,-219.589,3.58612
1657,70.92,-0.49736,-149.458,3.5446
1658,70.92,-0.231392,-63.3959,3.52699
1659,72.0628,-0.0123857,48.4324,3.54045
1660,80.8535,-0.10766,41.0381,3.55185
1661,86.04,-0.146144,-19.952,3.54631
1662,86.04,-0.102906,-31.9667,3.53743
1663,86.04,-0.0596684,-14.973,3.53327
1664,86.04,-0.0164304,2.05643,3.53384
1665,86.04,-0.071537,-19.6426,3.52838
1666,86.04,-0.186919,-64.7642,3.51039
1667,86.04,-0.302302,-108.969,3.48012
1668,86.04,-0.26618,-95.2645,3.45366
1669,86.04,0.159522,71.0617,3.4734
1670,86.04,0.585225,225.452,3.53602
1671,86.04,0.897565,314.936,3.62351
1672,86.04,0.614752,234.982,3.68878
1673,86.04,0.33194,136.691,3.72675
1674,86.04,0.0491274,27.8738,3.73449
1675,86.04,-0.233685,-82.8248,3.71149
1676,86.04,-0.274365,-98.3818,3.68416
1677,86.04,-0.24272,-86.2932,3.66019
1678,86.04,-0.211074,-74.114,3.6396
1679,86.04,-0.179429,-61.8564,3.62242
1680,86.04,-0.147784,-49.5327,3.60866
1681,86.04,-0.116138,-37.1551,3.59834
1682,86.04,-0.0844931,-24.7362,3.59147
1683,86.04,-0.0528477,-12.2882,3.58805
1684,86.04,-0.0212024,0.176207,3.5881
1685,86.04,0.0015082,9.12463,3.59064
1686,86.04,0.0060785,10.9253,3.59367
1687,86.04,0.0106488,12.7258,3.59721
1688,86.04,-0.0176937,1.55868,3.59764
1689,86.04,-0.104548,-32.6106,3.58858
1690,86.04,0,8.5304,3.59095
1691,86.04,-0.00749062,5.57896,3.5925
1692,86.04,-0.0324593,-4.25878,3.59132
1693,86.04,-0.0574281,-14.0913,3.5874
1694,86.04,-0.0823968,-23.9123,3.58076
1695,86.04,-0.0414953,-7.81799,3.57859
1696,86.04,0,8.5304,3.58096
1697,86.04,0,8.5304,3.58333
1698,86.04,-0.0837416,-24.4408,3.57654
1699,86.04,-0.209106,-73.3539,3.55616
1700,86.04,-0.056474,-13.7157,3.55235
1701,86.04,-0.0373626,-6.19024,3.55063
1702,86.04,-0.0966682,-29.5183,3.54243
1703,86.04,-0.100167,-30.8917,3.53385
1704,86.04,0.00963861,12.3278,3.53728
1705,86.04,0.0704716,36.2628,3.54735
1706,86.04,0.0272375,19.2592,3.5527
1707,86.04,0.0600246,32.1584,3.56163
1708,86.04,0.222253,95.2735,3.5881
1709,86.04,0.34543,141.685,3.62745
1710,86.04,0.207258,89.5149,3.65232
1711,86.04,0.0690859,35.7186,3.66224
1712,86.04,0,8.5304,3.66461
1713,86.04,0,4.54444,3.66587
1714,85.3257,-0.0139234,-3.02616,3.66503
1715,84.96,-0.0131568,1.18615,3.66536
1716,84.96,0,8.31995,3.66767
1717,84.96,-0.00177191,7.63056,3.66979
1718,84.96,-0.00609365,5.94909,3.67145
1719,84.96,-0.0104154,4.26759,3.67263
1720,84.96,-0.00821833,5.12242,3.67405
1721,84.96,-0.00251116,7.34295,3.67609
1722,84.96,-0.0106752,4.1665,3.67725
1723,84.96,-0.0297381,-3.25011,3.67635
1724,84.96,-0.00857131,4.98508,3.67773
1725,84.96,0.0196948,15.9811,3.68217
1726,84.96,0.0479609,26.9675,3.68966
1727,84.96,-0.0387807,-6.76747,3.68778
1728,84.96,-0.205443,-71.1384,3.66802
1729,84.96,-0.372105,-133.426,3.63096
1730,84.96,-0.322246,-115.115,3.59898
1731,84.96,-0.214831,-74.7189,3.57823
1732,84.96,-0.107415,-33.4153,3.56895
1733,84.96,0,12.9329,3.57254
1734,85.7972,0,14.4921,3.57656
1735,86.04,0.00865663,13.2957,3.58026
1736,86.04,0.0208491,16.7435,3.58491
1737,86.04,0.0277295,19.4529,3.59031
1738,86.04,0.0133619,13.7945,3.59414
1739,86.04,-0.00218459,7.66965,3.59627
1740,86.04,-0.033393,-4.62658,3.59499
1741,86.04,-0.0646014,-16.9142,3.59029
1742,86.04,-0.116385,-37.2516,3.57994
1743,86.04,-0.181322,-62.5918,3.56256
1744,86.04,-0.24626,-87.6504,3.53821
1745,86.04,-0.251501,-89.6572,3.5133
1746,86.04,-0.0321659,-4.14319,3.51215
1747,86.04,0.187169,81.7704,3.53487
1748,86.04,0.406504,163.967,3.58041
1749,86.04,0.438537,175.421,3.62914
1750,86.04,0.304472,126.45,3.66427
1751,86.04,0.170408,75.2848,3.68518
1752,86.04,0.0687887,35.6019,3.69507
1753,86.04,0.0822018,40.8672,3.70642
1754,86.04,0.0956149,46.126,3.71923
1755,86.04,0.109028,51.3772,3.7335
1756,86.04,0.122645,56.6996,3.74925
1757,86.04,0.137334,62.4299,3.7666
1758,86.04,0.152023,68.1476,3.78553
1759,86.04,0.163627,72.6551,3.80571
1760,86.04,0.157755,70.3754,3.82526
1761,86.04,0.151883,68.0933,3.84417
1762,86.04,0.146011,65.809,3.86245
1763,86.04,0.140138,63.5226,3.8801
1764,86.04,0.134266,61.2342,3.89711
1765,86.04,0.128394,58.467,3.91335
1766,85.9546,0.116127,52.8337,3.92802
1767,85.8145,0.099771,46.0477,3.94081
1768,85.6744,0.0834151,39.5755,3.95181
1769,85.5343,0.0670592,33.1143,3.96101
1770,85.3942,0.0507033,26.666,3.96841
1771,85.2542,0.0343474,20.2322,3.97403
1772,85.1141,0.0179915,13.8147,3.97787
1773,84.974,0.00163559,8.10995,3.98012
1774,84.96,0.0197793,15.9367,3.98455
1775,84.96,0.0417562,24.5571,3.99137
1776,84.96,0.0566536,30.3429,3.9998
1777,84.96,-0.0983583,-29.9063,3.99149
1778,84.96,-0.25337,-89.3414,3.96668
1779,84.96,-0.248578,-87.5302,3.94236
1780,84.96,-0.090248,-26.7617,3.93493
1781,84.96,0.0637616,33.1015,3.94412
1782,84.96,0.212044,88.9707,3.96884
1783,84.7541,0.266625,107.272,3.99864
1784,84.3929,0.250517,99.9306,4.02639
1785,84.0317,0.23441,94.6104,4.05267
1786,83.88,0.188349,79.1339,4.07466
1787,83.88,0.120598,54.2937,4.08974
1788,83.88,0.0528462,28.397,4.09763
1789,83.88,0,8.11342,4.09988
1790,83.88,0,8.11342,4.10213
1791,83.88,-0.00642405,5.64578,4.1037
1792,83.88,-0.015472,2.17014,4.1043
1793,83.88,-0.0211513,-0.0114372,4.1043
1794,83.88,0.000424728,8.27656,4.1066
1795,83.88,0.0220008,16.5625,4.1112
1796,83.88,0.0435769,24.8426,4.1181
1797,83.88,0.0651529,33.1129,4.1273
1798,83.88,0.0493069,27.0401,4.13481
1799,83.88,0.0278691,18.8153,4.14004
1800,83.88,0.00643134,10.5837,4.14298
1801,83.88,-0.322936,-114.004,4.11131
1802,83.88,-0.784274,-264.425,4.03786
1803,83.88,-1.24561,-357.618,3.93852
1804,84.0871,-0.98876,-312.268,3.85178
1805,84.457,-0.167618,-52.3087,3.83725
1806,84.8268,0.653525,246.354,3.90568
1807,84.96,0.792597,284.858,3.98481
1808,84.96,0.548004,210.387,4.04325
1809,84.96,0.303411,124.367,4.07779
1810,84.96,0.378881,151.922,4.11999
1811,84.96,0.506454,196.508,4.17458
1812,84.96,0.634028,237.965,4.24068
1813,84.96,0.653345,243.927,4.30844
1814,84.96,0.576661,219.754,4.36948
1815,84.96,0.499977,194.313,4.42346
1816,84.96,0.423294,167.754,4.47006
1817,84.96,0.34661,140.233,4.50901
1818,84.96,0.269926,111.912,4.5401
1819,84.96,0.193243,82.9562,4.56314
1820,84.96,0.116559,53.5367,4.57801
1821,84.96,0.0398755,23.8264,4.58463
1822,84.96,-0.0209871,0.154396,4.58467
1823,84.96,-0.0647101,-16.8475,4.57999
1824,84.96,-0.108433,-33.8095,4.5706
1825,84.96,-0.152156,-50.6991,4.55652
1826,84.96,-0.0969648,-29.3661,4.54836
1827,84.96,-0.0331722,-4.58598,4.54709
1828,84.96,0.27841,115.079,4.57905
1829,84.96,0.858431,301.285,4.66274
1830,84.96,1.34232,383.958,4.7694
1831,84.96,0.854203,300.221,4.85279
1832,84.96,0.366087,147.306,4.89371
1833,84.96,0.134422,60.4222,4.9105
1834,84.96,0.672111,249.633,4.97984
1835,84.96,1.2098,369.535,5.08249
1836,84.96,1.43529,390.111,5.19085
1837,84.96,1.22964,372.11,5.29421
1838,84.96,1.024,338.598,5.38827
1839,84.96,0.82931,293.849,5.46989
1840,84.96,0.988833,331.407,5.56195
1841,84.96,1.14836,360.653,5.66213
1842,84.96,1.30788,380.842,5.76792
1843,84.96,1.00064,333.868,5.86066
1844,84.96,0.569332,217.375,5.92105
1845,84.96,0.13802,61.8068,5.93821
1846,84.96,-0.211498,-73.4486,5.91781
1847,84.96,-0.522525,-186.419,5.86603
1848,84.96,-0.833551,-281.112,5.78794
1849,84.96,-0.794563,-270.578,5.71278
1850,84.96,-0.612612,-216.17,5.65273
1851,84.96,-0.43066,-154.492,5.60982
1852,84.96,-0.248708,-87.5795,5.58549
1853,84.96,-0.0667564,-17.6425,5.58059
1854,84.96,0.0503971,27.9137,5.58835
1855,84.96,0.0523538,28.6735,5.59631
1856,84.96,0.0543105,29.4333,5.60449
1857,84.96,0.0562672,30.1929,5.61287
1858,84.96,0.0582239,30.9525,5.62147
1859,84.96,0.0601806,31.7119,5.63028
1860,84.96,0.0621373,32.4713,5.6393
1861,84.96,0.064094,33.2305,5.64853
1862,84.96,0.0660508,33.2825,5.65778
1863,84.8317,0.0588054,29.3266,5.66592
1864,84.6342,0.0466051,24.1413,5.67263
1865,84.4368,0.0344048,19.355,5.678
1866,84.2393,0.0222045,14.5882,5.68206
1867,84.0419,0.0100042,10.0355,5.68484
1868,83.88,-0.00622231,4.84255,5.68619
1869,83.88,-0.0407907,-7.55401,5.68409
1870,83.88,-0.0753591,-20.8176,5.67831
1871,83.88,-0.0826343,-23.6059,5.67175
1872,83.88,-0.0787617,-22.1219,5.66561
1873,83.88,-0.074889,-20.6374,5.65987
1874,83.88,-0.0710164,-19.1527,5.65455
1875,83.88,-0.0947742,-28.2551,5.6467
1876,83.88,-0.123408,-38.2048,5.63609
1877,84.0632,-0.119361,-33.2796,5.62685
1878,84.6947,-0.0353041,-0.497325,5.62671
1879,84.96,0,9.78154,5.62943
1880,84.96,0,8.31995,5.63174
1881,84.96,0,8.31995,5.63405
1882,84.96,0.324104,131.997,5.67071
1883,84.96,0.705403,259.542,5.74281
1884,84.96,1.05609,344.799,5.83859
1885,84.96,0.672056,249.616,5.90792
1886,84.96,0.288024,118.659,5.94089
1887,84.96,0.0597487,31.5443,5.94965
1888,84.96,0.298744,122.638,5.98371
1889,84.96,0.537738,206.99,6.04121
1890,84.96,0.776733,279.805,6.11893
1891,84.96,0.862576,302.323,6.20291
1892,84.96,0.936892,320.048,6.29182
1893,84.96,1.01121,336.03,6.38516
1894,84.96,0.973082,328.055,6.47628
1895,84.96,0.779684,280.614,6.55423
1896,84.96,0.586285,222.86,6.61614
1897,84.96,0.392886,156.948,6.65973
1898,84.96,0.199487,85.3335,6.68344
1899,84.96,0.0588153,31.182,6.6921
1900,84.96,0.0355055,22.1281,6.69825
1901,84.96,0.0121956,13.0643,6.70187
1902,84.96,-0.0111143,3.99564,6.70298
1903,84.96,-0.0344242,-5.073,6.70158
1904,84.96,-0.0577341,-14.1367,6.69765
1905,84.96,-0.081044,-23.1905,6.69121
1906,84.96,-0.104354,-32.2295,6.68225
1907,84.96,-0.0969267,-29.3514,6.6741
