time,speed,gradient
2998.78,25.3,-0.758949
3000.98,25.3,-0
3003.28,25.3,0
3005.59,25.6,-1.51169
3008.02,25.6,1.46139
3010.28,25.6,-0
3012.05,25.6,1.15689
3013.76,25.6,-0
3016.07,25.6,1.06432
3017.96,25.6,-0.327401
3020.42,25.6,0
3022.49,24.7,0.90185
3024.79,24.7,0
3026.93,24.7,1.3106
3028.74,24.2,0.0985832
3033.16,23.9,0
3038.98,24.2,0.729983
3041.06,24.2,-0
3043.05,24.2,-0
3045.04,24.2,1.55917
3047.18,24.2,-1.35425
3049.6,24.7,1.14617
3052.19,24.7,-1.48014
3055.79,24.7,0.911049
3061.59,25.3,-0.583204
3065.59,25.3,-0.653899
3067.77,25.3,-0
3069.9,25.3,-0
3071.89,25.3,1.50449
3073.93,25.3,0
3075.8,25.3,-0
3076.48,25.3,-0.432618
3077.95,25.3,0
3080.33,25.3,0
3082.54,25.3,-0.896055
3084.42,25.6,-0
3085.73,25.8,-0
3087.01,25.8,-0
3088.39,25.8,1.50791
3088.81,25.8,0.736397
3091.3,26.4,0
3096.65,26.4,-0.187429
3098.89,26.4,-0.0852629
3100.8,26.1,1.17601
3102.75,26.1,0
3104.67,26.1,-0
3106.51,26.1,1.45949
3108.3,26.1,1.43121
3111.09,26.1,-0.366166
3115.05,26.1,0
3119.07,26.1,-1.37783
3121.02,26.1,-0.304992
3122.98,26.1,0
3124.97,26.1,-1.43216
3127.18,25.8,0
3129.33,25.8,-0
3131.36,25.8,1.14306
3133.23,25.8,-0
3135.25,25.8,-1.11746
3137.2,25.8,-1.52712
3139.12,25.8,-0
3140.96,25.8,1.40441
3142.8,25.8,0
3144.73,25.8,-1.41419
3146.6,25.8,-0
3148.47,25.8,-0
3150.09,25.8,-1.29962
3151.64,25.8,1.4442
3153.02,25.8,-0
3155.32,24.4,0
3157.53,24.4,-1.41759
3160.03,23.9,0
3162.55,23.9,-1.51425
3165.26,23.9,1.21818
3168.25,23.9,1.2315
3172.1,24.2,-0.320328
3178.44,24.2,0.265415
3182.48,24.2,0.292781
3188.6,24.2,-0.251099
3193.53,24.2,-0
3195.9,24.2,-0.13805
3198.09,24.2,-0
3200.17,24.2,1.31561
3201.93,24.2,-0
3203.47,24.2,-0
3204.96,24.2,-1.50965
3206.59,24.2,-1.25845
3208.15,24.2,-0
3209.44,24.2,-0
3210.64,24.2,-0
3211.82,24.2,-0
3213.07,24.2,-1.49075
3214.17,24.4,-0
3215.38,24.4,0
3216.61,24.4,0
3217.92,24.4,1.08517
3219.31,24.4,0
3220.74,24.4,0
3221.94,24.4,-0
3222.99,25,-0.449758
3224.73,25,0
3226.68,25,0.822419
3228.6,25,-0
3230.47,25,-0
3232.51,25,0.749269
3234.5,25,-0
3236.51,25,-1.39861
3239.11,25,0
3241.48,25.3,-0.197396
3244.02,25.3,1.11628
3250.43,25.3,0
3252.87,25,-0.0929853
3255.42,25,0
3257.27,25,0.945911
3258.83,25,0.428776
3260.64,25,0
3262.37,25,-0
3264.26,25,1.03977
3266.36,25,0
3268.68,25,-0.979878
3271.02,25,-1.4158
3274.73,25,0
3277.07,25.3,-0
3278.16,25.3,-0
3279.2,25.3,-1.10715
3280.28,25.3,0
3281.6,25.3,0
3283.1,25.3,0
3284.47,25.3,0.923749
3285.65,25.3,-0
3286.83,25.3,-0
3288.04,25.3,0
3288.93,25.3,1.33434
3290.87,24.2,0
3292.59,24.2,-0
3294.65,24.2,0.814629
3297,24.2,0
3299.45,24.2,1.33798
3301.47,24.2,-0
3303.62,24.2,-1.13655
3305.71,24.2,-1.35055
3306.95,23.9,-0
3308.57,23.9,0
3310.23,23.9,1.47922
3311.99,23.9,0
3313.73,23.9,-0
3315.48,23.9,0
3317.15,23.9,-1.45592
3318.7,23.9,-0
3320.19,23.9,-0
3321.74,23.9,0.96007
3323.26,23.9,-0
3324.92,23.9,0
3326.61,23.9,-1.44329
3328.52,23.9,0
3330.84,23.9,0.346286
3333.27,23.9,0
3336,23.9,0.91131
3338.58,23.9,0.982793
3343.43,21.1,0
3346.62,21.1,0.308764
3350.06,21.1,1.41166
3360.31,21.1,-0.128632
3367.09,21.1,0.150089
3371.3,21.1,-0
3376.92,21.1,0
3379.12,22.2,-0.789684
3381.45,22.2,0
3383.78,22.2,-1.56571
3386.15,22.2,0
3388.27,22.2,-0.652169
3391.3,21.9,0
3393.85,22.2,-0
3396.19,22.2,-0.922155
3398.57,22.2,-1.54775
3401.36,22.2,1.33144
3404.4,21.9,1.43051
3407.24,21.9,-0
3411.17,21.4,0.537071
3414.84,21.4,-0
3418.48,21.4,-1.44471
3421.91,21.4,-0
3424.75,21.4,1.4551
3427.39,21.4,-0
3429.67,21.4,-0
3432.17,20.3,-0.179851
3434.71,20.3,0
3437.02,21.4,-0.785401
3439.22,21.4,-1.49776
3441.61,21.4,0
3444.08,21.4,1.41283
3446.48,21.4,-0
3449.17,21.4,0.63832
3451.63,21.4,-1.32102
3454.28,21.4,0
3456.93,21.4,0
3458.97,21.9,-0.699636
3461.09,21.9,-1.51074
3464.79,21.9,-0.316524
3470.88,22.2,0
3473.93,22.2,-0
3476.77,22.2,1.07963
3478.92,22.2,-0
3480.51,22.2,-0.992732
3481.86,22.2,-0
3483.05,22.2,-0
3484.24,22.2,1.56232
3485.5,22.2,0
3486.77,22.2,0
3488.12,22.2,1.39779
3489.42,22.2,-0
3490.76,22.2,0
3492.64,19.2,0
3494.27,19.2,1.3815
3495.84,19.2,-1.41124
3497.5,19.2,0
3499.93,19.2,0.0670136
3502.37,19.2,0
3505.41,15.3,-0
3508.36,15.3,-1.46592
3511.58,15.3,0.0767766
3519.19,15.3,0
3521.7,20.6,0.265207
3523.52,20.6,-0
3525.2,20.6,-1.20787
3526.84,20.6,-0
3528.37,20.6,-0
3530.02,20.6,0
3531.57,20.6,-1.43527
3533.16,20.6,0
3534.65,18.6,1.25285
3536.43,18.6,0
3538.34,18.6,1.35407
3540.46,18.6,0
3542.91,18.6,0
3544.73,18.6,-0
3546.15,18.6,0.836634
3547.67,18.6,0
3549.99,18.6,0.400021
3552.34,16.9,-0
3554.52,16.9,1.06207
3556.54,16.9,-0
3558.88,16.9,0
3562.29,17.5,0.467601
3564.24,17.5,-0
3566.44,17.5,0
3568.49,17.5,-0.631078
3570.24,17.5,-0
3573.06,16.9,0
3574.57,16.9,-0
3576.07,16.9,-0
3577.73,16.9,0.922986
3578.86,18.9,-0
3580.23,18.9,0
3581.62,18.9,1.53593
3583.18,18.9,0
3584.71,18.9,-1.55151
3586.32,18.9,0
3588.17,18.9,0
3589.9,18.3,-1.36516
3591.97,18.3,0
3594.28,18.3,1.46877
3596.91,18.3,0
3599.19,18.3,-1.3658
3601.62,18.3,-1.29537
3614.71,18.3,0
3617.26,18.3,-0
3619.56,18.3,1.49938
3621.73,18.3,-0
3623.87,18.3,-0
3625.82,18.3,1.43455
3627.54,18.3,1.10715
3629.05,23.1,0
3630.61,23.1,0
3632.25,23.1,1.49605
3634.35,23.1,0
3635.88,23.1,-0
3638.19,23.1,-0.584271
3640.14,23.1,-0.500159
3641.62,23.1,-0
3646.84,23.1,0
3648.36,23.1,0.0175626
3650.26,23.1,0
3652.41,23.1,-0.987566
3654.83,23.1,0.632748
3656.76,23.1,-0
3658.19,23.1,-0
3659.55,23.1,-0
3660.76,23.1,0.664773
3662.46,23.1,0
3663.8,23.1,-0
3664.83,23.1,-0
3665.97,24.4,0
3667.04,24.4,1.3633
3668.23,24.4,0
3669.35,24.4,-0
3670.47,24.4,0
3671.51,24.4,-0
3673.08,24.4,1.11018
3674.61,24.4,1.47804
3676.21,24.4,0.70226
3681.6,24.2,0
3684.66,24.2,-0
3686.22,24.2,-0
3687.47,24.2,-0
3688.5,24.2,1.16008
3689.67,24.2,0.741945
3690.75,24.2,-0
3691.84,24.2,0
3692.95,24.2,0
3694.19,24.2,0
3695.36,24.2,-1.47855
3696.37,24.2,-0
3697.42,24.2,0
3698.35,24.2,-0
3699.45,24.2,0
3700.49,24.2,1.49368
3701.53,24.2,-0
3702.54,24.2,-0
3703.57,23.6,-0
3704.67,23.6,0
3705.83,23.6,-1.38382
3707.24,23.6,0
3708.4,23.6,-0
3709.69,23.6,0
3711.35,23.6,0.49531
3712.32,23.6,-0.263656
3713.93,23.9,0
3716.43,23.9,0.0418358
3718.5,23.9,-0.168206
3721.53,24.4,-0.0080636
3725.12,24.4,0.369128
3728.78,24.4,0.439837
3733.06,24.4,-0.0066208
3735.68,24.4,-0
3737.68,24.4,-0.364525
3740.57,24.4,0.132251
3745.21,24.4,0.0418365
3766.1,24.4,0.0214019
3772.12,24.4,-0.0134681
3788.77,24.4,-0.0149931
3797.68,24.4,0.0174402
3801.32,24.4,-0.087509
3804.56,24.4,0.223032
3807.3,24.2,-0
3811.83,24.2,0.102847
3813.92,24.2,0.00169215
3816.79,24.2,0.100723
3820.02,24.2,0
3822.98,24.2,-0.476068
3824.68,24.2,-0
3826.65,24.4,-0.0562777
3828.13,24.4,-0
3830.52,24.4,0.00900794
3831.98,24.4,-0.14312
3834.8,24.4,0
3836.93,24.4,-0
3839.36,24.4,-1.11817
3840.91,24.4,-0.545284
3844.49,24.4,0.378406
3848.01,24.4,-1.49988
3852.97,24.4,-0.438191
3859.78,23.9,0.210766
3872.71,23.9,0.0335031
3877.41,23.9,-0
3883.29,23.9,0.204254
3887.68,23.9,-0.475896
3893.41,23.9,-0.528074
3896.61,23.9,-0
3900.19,23.3,0
3902.49,23.3,-0.800523
3905.34,23.3,0
3908.25,23.3,0
3910.55,23.3,1.26134
3912.21,23.3,-1.07918
3914.11,23.3,0
3916.36,23.3,0
3918.5,23.6,1.46069
3920.94,23.6,0
3923.44,23.6,1.14417
3926.35,23.6,0.0208284
3929.88,23.9,-0.0381964
3933,23.9,-0
3935.99,23.9,-1.02732
3938.56,23.9,-0
3941.58,23.9,0.327246
3944.47,23.9,0.0964699
3947.88,23.9,0.640872
3953.2,23.9,-0.0847643
3957.9,23.9,-0.0793043
3964.5,23.9,0.296657
3970.99,23.9,0.0644308
3974.79,23.3,-0.0559176
3982.22,23.3,0
3985.12,23.3,-0.0473131
3987.2,23.3,-0.257072
3989.45,23.3,0
3991.59,23.3,-0.748373
3993.68,23.3,-0
3996.02,23.3,-0.925221
3998.85,23.3,0.673672
4001.41,23.3,1.14582
4004.49,23.3,1.00474
4010.38,23.1,0.146736
4015.44,23.1,-0
4021.24,23.3,0.0531414
4026.51,23.6,-0
4029.35,24.4,-0.156882
4032.04,24.4,0.218666
4034.51,24.4,-0
4040.14,24.4,-0.0556418
4042.37,24.4,-0.0707945
4044.44,24.4,-0
4046.67,24.4,1.0484
4048.66,24.4,-0
4050.74,24.4,0
4052.87,24.4,-1.16189
4054.78,24.4,-0
4056.8,24.4,0
4058.88,24.4,-0.702273
4060.72,24.4,-1.09695
4062.66,24.4,0
4064.75,24.4,-0.678123
4066.7,24.4,-0
4068.64,24.4,-1.35971
4070.49,24.2,-0
4072.13,24.2,-0
4073.84,24.2,-1.10715
4075.63,23.9,1.46253
4077.39,23.9,-0
4079.37,23.9,0
4081.33,23.9,-1.44895
4083.15,23.9,-0
4085.03,23.9,-1.14011
4088.5,23.9,0.0894709
4092.68,23.9,0
4097.38,23.9,0.167761
4100.24,23.9,-0.380113
4107.31,23.9,-0.0348118
4115.66,23.9,0
4117.98,23.9,-0.0528757
4119.68,23.9,0.382819
4123.64,23.9,0.16875
4126.3,23.9,-0
4129.61,23.9,0.0872754
4132.5,23.9,-0
4135.21,23.9,-1.36426
4137.94,23.9,-1.52703
4140.61,23.9,-0
4144.77,23.9,0.373727
4147.4,23.9,-0
4149.94,23.9,-0
4152.08,23.9,0.501602
4155.62,23.9,0
4159.62,23.9,-1.06328
4162.04,23.9,-0.651474
4164.52,23.9,-1.19991
4168.67,23.9,0.54774
4170.32,23.9,-0
4176.45,23.9,0
4178.3,23.9,0.0897777
4180.17,23.9,1.51751
4182.51,23.9,-0.47064
4184.71,23.9,-0
4187.76,23.9,0
4189.73,23.9,-0.313619
4191.62,23.9,-1.25451
4194.14,23.9,0
4196.49,23.9,-0.891384
4198.65,23.9,-0
4200.59,23.9,1.29172
4202.14,23.9,-0
4203.65,22.8,-1.44984
4206.02,22.8,0
4208.19,22.8,-0.762148
4208.86,22.2,-0
4213.66,22.2,0
4217.92,22.2,-0.311546
4219.76,23.1,-0
4221.55,23.3,-0
4223.48,23.3,0
4225.39,23.3,-1.47113
4227.42,23.3,0
4229.34,23.3,-0
4231.36,23.3,0
4232.12,23.3,-0.126901
4233.9,23.3,0.1331
4235.79,23.3,0
4237.31,23.3,-0
4239.21,23.3,-0.0113673
4241.14,23.3,0
4242.79,23.3,-0
4244.39,23.3,-1.44403
4245.8,23.6,-0
4247.15,23.6,-0
4248.77,23.6,0
4250.63,23.6,-0.366055
4252.18,23.6,-0
4253.61,23.6,-0
4254.74,23.6,-0.690448
4256.54,23.9,0
4258.22,23.9,-0
4260.47,23.9,0.222528
4262.71,23.9,-0
4265.44,23.9,-0.0427091
4267.86,23.9,-0
4270.25,23.9,-1.22203
4272.45,23.9,-0
4274.02,23.9,-0
4275.68,23.9,0.932473
4277.35,23.9,0
4278.95,23.9,-0
4281.06,23.9,0.674743
4282.67,23.9,-0
4284.05,23.9,-0
4285.45,24.4,1.42734
4287.22,24.4,0
4289.14,24.4,-1.26695
4291.22,24.4,-0.186982
4293.15,24.4,-0
4295,24.4,-0
4297.08,24.4,1.28679
4299.25,24.4,0
4301.53,24.4,1.47732
4303.79,24.4,1.56288
4306.26,24.4,-0.333936
4308.26,24.4,-0
4310.67,24.4,0
4313.28,24.4,0.558599
4316.01,24.4,0
4318.95,24.4,1.00653
4322.32,24.2,-0.619243
4325.43,24.2,-0.768735
4328.58,24.2,-0.218682
4333.79,24.2,0
4337.76,24.2,-0.0933728
4340.53,23.9,-0
4343.39,23.9,1.29663
4345.95,23.9,0.378145
4349.55,22.5,0
4353.12,22.5,-1.47471
4356.67,22.5,-0
4359.41,22.5,-0.239857
4362.19,22.5,1.00749
4366.04,22.5,0.238075
4369.59,22.5,-0.290087
4373.94,22.5,0
4376.87,22.5,-0
4378.82,22.5,-0.086151
4381.07,22.5,0
4383.42,22.5,1.12469
4385.95,22.5,0
4388.42,22.5,-1.07686
4391.39,22.5,0
4394.02,22.5,-0.0263033
4397.01,22.5,0.112032
4399.44,22.5,-0
4402.22,22.5,0.575919
4405.57,22.5,0.200397
4413.92,22.5,0.0691005
4415.22,22.5,-0.170967
4418.38,21.9,0
4421.92,21.9,-1.16529
4424.42,21.9,-0
4425.97,21.9,-0.334552
4427.32,21.9,-0
4428.88,21.9,0
4430.65,21.9,0.446108
4432.79,21.9,0
4434.9,21.9,-1.42295
4438.03,20.6,0
4441.13,20.6,-1.21202
4445.88,20.6,0
4450.69,20.6,1.40315
4453.33,20.3,-0
4455.39,20.3,-0
4457.62,20.3,0.412417
4459.54,20.3,-0
4461.57,20.3,0.446097
4471,9.2,0
4474.61,9.2,-0
4477.04,9.2,-0
4479.45,9.2,-1.46406
4481.49,9.2,-0
4483.81,9.2,0
4486.39,9.2,0
4488.27,9.2,-0
4490.15,9.2,0
4491.98,9.2,-0
4493.14,9.2,0.0964796
4495.78,9.2,0
4498.55,9.2,0
4501.26,9.2,-1.47113
4504.17,9.2,0.901162
4510.35,9.2,0
4513.11,9.2,-0
4514.95,9.2,-0
4516.94,9.2,1.33869
4523.38,5.6,0
4536.74,5.6,0
4537.81,5.6,-0
4538.67,5.6,-0
4539.39,5.6,-0
4542.49,3.6,-0
4544.06,3.6,0
4545.79,3.6,0
4547.88,3.6,0
4549.78,3.6,-1.28274
4570.05,3.6,0.121388
4581.09,3.6,-0
4592.99,13.9,0.00799983
4599.21,8.9,-0
4605.78,8.9,0
4615.49,4.7,-0
4619.61,2.2,-0
4622.13,2.2,-0
4625.17,2.2,0
4628.12,2.2,-0
4633.33,2.2,-0.178098
4634.02,8.3,-0
4635.27,8.3,0
4635.84,9.7,-0
4637.3,9.7,0
4638.75,9.7,-0
4640.16,9.7,-0
4640.68,9.7,-0
4641.33,10.6,0
4641.86,10.6,-1.34732
4645.79,11.4,0.315569
4653.79,11.4,0
4696.26,6.9,0
4697.83,13.9,-0
4699.32,13.9,-1.49467
4701.07,13.9,1.20639
4723.42,13.9,0.105859
4746.92,13.9,0.401873
4792.6,13.9,0
4796.24,13.9,-0
4797.77,13.9,-0.456797
4799.91,13.9,1.06594
4823.49,13.9,0.0151097
4847.07,13.9,-0
4850.72,13.9,-0.0379427
4855.02,13.9,0.659487
4860.8,13.9,0.0630226
4869.94,13.9,0.167931
4884.48,13.9,-0.0306161
4887.98,13.9,-0.0618506
4891.01,13.9,-0
4897.3,13.9,0.142515
4901.27,12.5,-0.305879
4911.67,12.5,0.252555
4921.69,10.8,-0.578325
4958.72,10.8,0
4970.87,10.8,-0
4973.83,10.8,-0.126892
4976.91,10.8,1.48199
4979.55,10.8,-0.764563
5010.07,10.8,0.0162131
5017.71,10.6,-0
5024.45,10.6,-0
5029.2,10.6,-0.522728
5032.3,10.6,-0.13785
5034.74,10.6,-0
5036.78,10.6,-1.22063
5039.32,10.6,-0.131306
5051.66,10.6,0
5054.67,10.6,-0
5056.95,10.6,-0
5059.2,10.6,-1.54781
5061.73,10.6,0
5093.44,10.6,0
5096.09,10.6,-0.0299778
5098.64,10.6,-1.19647
5101.3,10.6,0
5104.07,10.6,0
5106.73,10.6,-0
5111.82,10.6,0
5114.59,10.6,-0.43395
5116.37,10.6,-0.78057
5119.75,10.6,0.594759
5139.3,10.6,0.0626741
5161.62,10.6,0
5164.69,10.6,-0
5166.99,10.6,-0
5169.3,10.6,0
5171.39,10.6,-1.24905
5174.22,10.6,0.990587
5183.83,10.6,0
5186.27,10.6,-0.0105823
5188.55,10.6,-0
5191.79,10.6,0
5194.41,10.6,-0
5196.83,10.6,-1.40787
5200.23,10.6,0
5203.7,10.6,1.46592
5211.9,10.6,0.0380583
5214.82,10.6,-0
5218.1,10.6,1.22128
5221.75,10.6,0
5236.77,10.6,0.125175
5244.56,10.6,-0
5255.24,10.6,0
5258.2,10.6,-0
5260.17,10.6,-0.634378
5261.94,10.6,-0
5263.68,10.6,-0
5265.36,10.6,-0
5267.57,10.6,1.1733
5272.58,10.6,-0.124775
5281.72,10.6,0.237443
5282.75,13.9,-0
5287.24,14.2,0
5291.08,14.2,-0
5292.75,14.2,-0.585
5293.12,14.2,-0
5315.81,14.2,0
5317.28,14.2,-0
5318.96,14.2,0
5319.72,14.2,-0
5320.46,14.2,-0
5321.27,14.2,1.42042
5322.6,14.2,0.749956
5323.86,14.2,-0
5325.13,14.2,0
5328.9,14.2,0
5336.06,14.2,0
5336.94,14.2,-0
5338.17,14.2,0
5339.41,14.2,1.5635
5340.87,14.2,-1.36592
5342.51,14.2,1.33489
5351.56,14.2,0
5352.73,14.2,-0
5353.66,14.2,-0
5354.53,14.2,-0
5355.7,14.2,1.06697
5356.97,14.2,0
5358.27,14.2,1.52915
5359.75,14.2,1.37028
5373.72,14.2,0
5376.03,14.2,-0
5377.67,14.2,0.365745
5379.67,14.2,1.09062
5382.31,14.2,0
5402.32,14.2,0
5403.75,14.2,-0
5405.18,14.2,1.56551
5406.4,14.2,1.33202
5412.44,14.2,0
5416.66,14.2,-0.353702
5418.33,14.2,-0
5419.54,14.2,-0.814382
5421.09,14.2,0
5430.08,14.2,0.13485
5431.4,14.2,-0
5432.53,14.2,0.691342
5433.92,14.2,0
5442.38,14.2,0
5443.86,14.2,-0
5445.43,14.2,0
5446.79,14.2,-1.38987
5448.47,14.2,0
5469.87,14.2,0
5471.45,14.2,-0
5472.67,14.2,-0
5474.13,14.2,1.42082
5475.42,14.2,1.19646
5476.9,14.2,0
5479.23,14.2,0.17184
5487.06,14.2,0
5493.81,14.2,-0
5494.94,14.2,-0
5495.85,14.2,-0
5496.53,14.2,-1.43415
5497.22,14.2,0
5498.07,14.2,0
5498.92,14.2,-0
5499.77,14.2,-1.55517
5500.95,14.2,0
5508.1,14.2,0
5509.53,14.2,-0
5510.55,14.2,-0
5511.92,14.2,0
5513.13,14.2,-1.4724
5514.78,14.2,0
5518.46,14.2,0
5520.28,14.2,-0
5522.13,14.2,-1.54073
5523.87,14.2,-0
5525.59,14.2,-1.55029
5533.22,14.2,-0.0856061
5535.69,14.2,-0
5544.67,14.2,0.297509
5550.4,14.2,0.4843
5555.35,14.2,-1.01321
5563.49,14.2,0
5565.95,14.2,0.198351
5568.41,14.2,1.56286
5575.82,14.2,0
5577.33,14.2,-0
5579.08,14.2,0
5580.82,14.2,-1.40564
5582.66,14.2,0
5591.3,14.2,0
5592.95,14.2,0.00303079
5594.36,14.2,-1.40722
5595.91,14.2,0
5600.19,14.2,0
5601.99,14.2,-0
5603.22,14.2,-0
5604.17,14.2,-0.177584
5605.26,14.2,0
5607,14.2,1.18574
5609.28,14.2,0
5623.82,14.2,0.0598365
5630.65,14.2,-0
5633.56,14.2,-0
5636.3,14.2,1.33918
5640.83,14.2,0
5645.45,14.2,0
5647.32,14.2,-0.383604
5649.87,14.2,0
5651.68,14.2,-0
5652.27,14.2,-0
5653.3,14.2,0
5653.78,14.2,-0
5657.01,13.3,0
5657.81,13.1,-0.256426
5660.42,13.1,0
5662.8,13.1,-0
5663.87,13.1,-0
5664.82,13.1,-0
5666.12,13.1,0
5667.61,13.1,1.42272
5669.03,13.1,-1.43582
5673.29,13.1,0
5682.07,13.1,0
5685.38,13.1,-0
5687.14,13.1,-0
5688.48,13.1,-0
5689.17,13.1,-0
5689.94,13.1,1.28475
5690.92,13.1,0
5695.19,13.1,0.637882
5697.69,13.1,-0
5698.44,13.1,-0
5699.14,13.1,-0
5699.85,13.1,0
5700.65,13.1,0
5701.41,13.1,1.55193
5701.95,13.1,-0
5702.67,13.1,0
5703.53,13.1,1.43977
5705.26,13.1,0
5713.53,13.1,0
5716,13.1,-0
5716.81,13.1,-0
5718.06,13.1,0
5719.6,13.1,0
5721.95,13.1,0
5723.82,13.1,-0
5730.95,13.1,0.0421861
5731.71,13.1,-0
5733.19,13.1,0
5734.24,13.1,-1.20542
5735.76,13.1,0
5737.84,13.1,0
5742.66,13.1,0
5744.73,13.1,0.132914
5745.97,13.1,-0
5746.67,13.1,-0
5747.4,13.1,0
5748.2,13.1,0
5749.36,13.1,0
5751.68,13.1,0.612057
5754.94,13.1,0
5756.89,13.1,-0
5759.48,13.1,0
5760.96,13.1,-0
5762.48,13.1,0
5763.27,13.1,-0
5764.29,13.1,-0.915104
5766.42,13.1,0
5769.58,13.1,0
5771.52,13.1,-0
5772.16,13.1,-0.900077
5773.16,13.1,1.2307
5775.69,13.1,0
5780.36,13.1,0
5781.76,13.1,-0
5784.35,13.1,0
5785.27,13.1,-0.633935
5787.49,13.1,0
5789.72,13.1,0
5790.55,13.1,-0
5791.55,13.1,-1.46756
5792.6,13.1,0
5802.92,13.1,0
5803.98,13.1,-0
5804.73,13.1,-0
5805.64,13.1,0
5806.09,13.1,-0.275806
5806.67,13.1,0
5811.42,13.1,0.251887
5812.09,13.1,-0
5814.65,13.1,0
5816.67,13.1,-0
5819.76,13.1,0
5820.23,13.1,-0
5820.99,13.1,0
5821.71,13.1,-0
5823.24,13.1,1.11459
5823.79,13.1,-0.870902
5826.83,13.1,-0.0369048
5837.13,13.1,0
5847.58,13.1,0
5849.65,13.1,-0
5850.86,13.1,-0
5852.08,13.1,-1.56127
5853.07,13.1,-0
5854.22,13.1,0
5855.52,13.1,0
5856.66,13.1,-0
5857.66,13.1,-0
5858.81,13.1,0
5860.29,13.1,0
5862,13.1,0
5863.43,13.1,-0.224691
5864.65,13.1,-0
5868.07,13.1,0
5869.89,13.1,-0.690945
5870.76,13.1,-0
5871.59,13.1,-0
5872.26,13.1,-0
5872.76,13.1,-0
5873.73,13.1,0
5874.73,13.1,1.51912
5878.32,13.1,0
5889.24,13.1,0
5893.31,13.1,-0
5894.6,13.1,-0.546876
5895.37,13.1,1.00227
5896.11,13.1,-0
5896.89,13.1,0
5898.09,13.1,0.985575
5899.71,13.1,0
5906.15,13.1,0
5907.39,13.1,-0
5908.01,13.1,-0
5908.9,13.1,0
5909.51,13.1,-0
5910.18,13.1,0
5911.09,13.1,0
5911.99,13.1,0
5912.97,13.1,0
5916.07,13.1,0
5921.22,13.1,0.383075
5924.35,13.1,-0
5927.61,13.1,0
5930.08,13.1,-0
5931.37,13.1,-0.842737
5932.45,13.1,-0
5938.71,13.1,0
5940.36,13.1,-0
5942.12,13.1,1.12015
5943.94,13.1,1.41214
5946.04,13.1,0.528069
5954.73,13.1,0
5966,13.1,0
5971.1,13.1,-0.0755381
5972.33,13.1,-0
5973.05,13.1,-1.21142
5973.88,13.1,0
5974.42,13.1,-0
5975.07,13.1,0
5975.68,13.1,-0
5976.14,13.1,-0
5977.04,13.1,0
5977.95,13.1,0
5979.18,13.1,1.1255
5981.51,13.1,0
5987,13.1,0
5991.88,13.1,0.833558
5994.36,13.1,-0
5997.09,13.1,0
5998.34,13.1,-0
5999.4,13.1,-0
6000.51,13.1,0
6001.6,13.1,-0
6002.43,13.1,-0
6003.4,13.1,0
6004.32,13.1,-1.53775
6005.51,13.1,-1.36047
6006.85,13.1,0
6013.06,13.1,0
6014.28,13.1,-0
6015.16,13.1,-0
6016.21,13.1,1.44771
6017.08,13.1,-0
6018.12,13.1,0
6019.06,13.1,-0
6019.95,13.1,-0
6021.07,13.1,0
6022.49,13.1,0
6023.69,13.1,-0.767865
6024.64,13.1,-0
6025.91,13.1,0
6030.69,13.1,0
6031.91,13.1,-0
6033.51,13.1,-0.698668
6034.75,13.1,-0
6035.64,13.1,-0
6036.83,13.1,1.3274
6037.74,13.1,-0
6038.83,13.1,0
6040.47,13.1,1.05584
6045.9,13.1,0
6051.15,13.1,-0
6052.21,13.1,-0
6053.16,13.1,-0
6053.98,13.1,-0
6055.25,13.1,-1.0708
6056.26,13.1,-0
6057.28,13.1,1.56437
6059.35,13.1,0
6066.04,13.1,-0.228497
6067.65,13.1,-0
6068.91,13.1,-0
6069.77,13.1,-0
6070.6,13.1,-0
6071.34,13.1,-0
6071.98,13.1,-0
6072.64,13.1,0
6073.59,13.1,0
6074.42,13.1,-0
6075.21,13.1,-1.31562
6076.16,13.1,1.27127
6077.43,13.1,1.27736
6093.71,13.1,0
6097.51,13.1,-0
6100.65,13.1,-0.718022
6103.55,13.1,-0
6107.39,13.1,0
6108.76,13.1,-0
6109.61,13.1,-0
6110.3,13.1,-0
6111.22,13.1,0
6112.14,13.1,0
6112.93,13.1,1.47168
6114.74,13.1,0.969823
6122.35,13.1,0
6133.9,13.1,0.365352
6136.02,13.1,-0
6138.22,13.1,0
6139.33,13.1,-0
6140.37,13.1,-0
6141.55,13.1,0
6142.37,13.1,-1.29085
6143.22,13.1,0
6147.71,13.1,0
6150.49,13.1,1.08455
6152.09,13.1,-0
6153.71,13.1,1.55467
6155.11,13.1,-1.4512
6156.29,13.1,-0
6157.51,13.1,0
6159.88,13.1,0
6164.81,13.1,0.175358
6165.71,13.1,-0
6166.38,13.1,-0
6167.2,13.1,0
6167.81,13.1,-0
6168.6,13.1,0
6169.37,13.1,-0
6170.12,13.1,-0
6170.72,13.1,-0
6171.54,13.3,0
6174.27,13.3,0.353341
6175.25,13.3,-0
6176.16,13.3,-0
6177.29,13.3,0
6179.21,13.3,0.640477
6182.61,13.3,0
6186.46,13.3,-0.0491487
6190.78,13.3,0.450661
6197.34,13.3,0.0933748
6213.38,13.3,0
6214.56,13.3,-0
6215.5,13.3,-0
6216.4,13.3,-0
6217.18,13.3,-0
6218.12,13.3,0
6219.11,13.3,1.52583
6221.78,13.3,0
6230.23,13.3,0
6231.46,13.3,-0.0436762
